oblastNameUkrainian,harvestedArea,volume,grainYield,volumeEnterprise,grainYieldEnterprise,harvestedAreaEnterprise,volumeHousehold,grainYieldHousehold,harvestedAreaHousehold,oblastNameEnglish
Вінницька,17868.7,132.1,15074,2794.7,154.4,128.6,0,NaN,NaN,
Волинська,6913.7,99.4,4516.6,2397.1,92.8,103.3,0,NaN,NaN,
Дніпропетровська,24579.2,124.3,20998.2,3581,121.2,124.9,0,NaN,NaN,
Донецька,15518.6,110.8,13199.3,2319.3,109.8,111,0,NaN,NaN,
Житомирська,7333.1,126.1,6340,993.1,105.4,130.1,0,NaN,NaN,
Закарпатська,767.5,93.2,85.2,682.3,99.9,60.8,0,NaN,NaN,
Запорізька,27216.1,130.5,20033.6,7182.5,146.7,125.5,0,NaN,NaN,
Івано-Франківська,2192.6,85.9,1267.1,925.5,100.8,77.5,0,NaN,NaN,
Київська,10126.9,136.5,8729.7,1397.2,111,141.7,0,NaN,NaN,
Кіровоградська,18928.2,166.3,15730.2,3198,151.2,169.8,0,NaN,NaN,
Луганська,10077.7,98.1,8609.4,1468.3,113.3,95.9,0,NaN,NaN,
Львівська,7458.1,103.1,4308.5,3149.6,119.1,93.9,0,NaN,NaN,
Миколаївська,20012.6,171.7,17206.4,2806.2,130.6,181,0,NaN,NaN,
Одеська,27135.2,268.4,20320.6,6814.6,159.8,347.5,0,NaN,NaN,
Полтавська,12112.2,117.6,9995.2,2117,98.8,122.5,0,NaN,NaN,
Рівненська,5237.2,110.9,3129.2,2108,101.9,117.9,0,NaN,NaN,
Сумська,9196.8,100.3,8178.3,1018.5,106.4,99.6,0,NaN,NaN,
Тернопільська,10819.4,109.9,7952,2867.4,122.5,106,0,NaN,NaN,
Харківська,28118.3,104.5,24271.5,3846.8,91.9,106.8,0,NaN,NaN,
Херсонська,21300.7,133.1,14248.2,7052.5,140.6,129.7,0,NaN,NaN,
Хмельницька,13176.5,123,11619.4,1557.1,127,122.4,0,NaN,NaN,
Черкаська,12322.1,164.2,9946.5,2375.6,154.5,166.7,0,NaN,NaN,
Чернівецька,1723.6,114.8,1162.8,560.8,118.7,113,0,NaN,NaN,
Чернігівська,9149.1,123.7,8396.2,752.9,117.3,124.3,0,NaN,NaN,
