oblastNameUkrainian,harvestedArea,volume,grainYield,volumeEnterprise,grainYieldEnterprise,harvestedAreaEnterprise,volumeHousehold,grainYieldHousehold,harvestedAreaHousehold,oblastNameEnglish
0030,15380.3,104.2,845703.6,55,128.2,133.5,0,0,NaN,
0040,7055.5,108.3,327196.7,46.4,119.6,129.4,0,0,NaN,
0050,6869.8,108.2,319284.1,46.5,119.8,129.6,0,0,NaN,
0080,185.7,112.3,7912.6,42.6,111.5,125.2,0,0,NaN,
0110,4972.3,100.9,398193.7,80.1,140.8,141.9,0,0,NaN,
0120,2464,103.9,96462.3,39.2,118.8,123.2,0,0,NaN,
0130,1132.3,112.8,49481.8,43.7,130.8,147.5,0,0,NaN,
0140,1331.7,97.4,46980.5,35.3,108,104.9,0,0,NaN,
0160,171.6,126.3,6161.2,36,104.3,131.7,0,0,NaN,
0210,177.3,89.1,4947.9,27.9,103.7,92.5,0,0,NaN,
0220,87.8,106.7,1133.5,13,102.4,109,0,0,NaN,
0240,81.8,52.9,2057.1,25.2,151.8,80.1,0,0,NaN,
0250,9.3,89.4,515.1,55.3,99.1,88.7,0,0,NaN,
0270,310.5,100,7016.9,22.6,113,113.1,0,0,NaN,
0320,239.2,102.5,5819.3,24.3,115.2,118.4,0,0,NaN,
0410,1271.5,96.3,34093.4,26.8,128.2,123.5,0,0,NaN,
0480,1004,90.8,29600.8,29.5,126.1,114.4,0,0,NaN,
0490,971.8,90.1,28843,29.7,126.9,114.1,0,0,NaN,
0500,32.2,119.3,757.8,23.6,107.8,128.6,0,0,NaN,
0520,6523.9,102.2,164398.4,25.2,122.3,125.1,0,0,NaN,
0750,212.6,105.4,98346.2,462.6,113,119.1,0,0,NaN,
1250,1280.4,96.6,212995.1,166.3,105.7,102.1,0,0,NaN,
1320,NaN,NaN,98858.8,NaN,NaN,102.7,0,0,NaN,
1321,454.7,99.7,94165.4,207.1,103.6,103.3,0,0,NaN,
1322,NaN,NaN,4693.4,NaN,NaN,92.4,0,0,NaN,
2180,170.6,92.3,50533.4,296.2,102.5,94.6,0,0,NaN,
2230,191.8,80.9,59470.5,310.1,126,101.9,0,0,NaN,
7260,NaN,NaN,20640.7,NaN,NaN,106.2,0,0,NaN,
3200,NaN,NaN,19282.4,NaN,NaN,106.1,0,0,NaN,
3480,NaN,NaN,1358.3,NaN,NaN,108.6,0,0,NaN,
3770,NaN,NaN,2353.4,NaN,NaN,87.4,0,0,NaN,
