oblastNameUkrainian,harvestedArea,volume,grainYield,volumeEnterprise,grainYieldEnterprise,harvestedAreaEnterprise,volumeHousehold,grainYieldHousehold,harvestedAreaHousehold,oblastNameEnglish
Вінницька,65956.5,162.2,56327.7,9628.8,159.9,162.5,0,NaN,NaN,
Волинська,15232.4,114.1,10675.6,4556.8,95.4,124.5,0,NaN,NaN,
Дніпропетровська,49130.4,137.5,33667.1,15463.3,139.2,136.7,0,NaN,NaN,
Донецька,22540.9,111.9,16446.7,6094.2,112.4,111.7,0,NaN,NaN,
Житомирська,34862.2,152.5,31076.3,3785.9,99.6,163,0,NaN,NaN,
Закарпатська,3238.9,111.8,880.7,2358.2,107.3,126.1,0,NaN,NaN,
Запорізька,38469.1,128.4,28311.2,10157.9,137.1,125.5,0,NaN,NaN,
Івано-Франківська,9462.6,118.9,6412.9,3049.7,101.7,129.4,0,NaN,NaN,
Київська,45431.9,156.8,41400.7,4031.2,115.1,162.5,0,NaN,NaN,
Кіровоградська,48133.7,180.2,38098,10035.7,157.6,187.2,0,NaN,NaN,
Луганська,13098.6,95.2,10480.1,2618.5,104.3,93.1,0,NaN,NaN,
Львівська,17139.2,123,12268.4,4870.8,109.7,129.1,0,NaN,NaN,
Миколаївська,38701,161.6,28335.1,10365.9,133.4,175.1,0,NaN,NaN,
Одеська,52452,259.6,38008.3,14443.7,171,323.2,0,NaN,NaN,
Полтавська,56837,112.6,46624.6,10212.4,108.6,113.5,0,NaN,NaN,
Рівненська,16396,129.6,11627.7,4768.3,102.3,145.6,0,NaN,NaN,
Сумська,41064.7,84.6,37964.3,3100.4,98.4,83.6,0,NaN,NaN,
Тернопільська,31404.8,122.9,25203.4,6201.4,107.2,127.5,0,NaN,NaN,
Харківська,49768.4,102.6,38164.4,11604,96.4,104.7,0,NaN,NaN,
Херсонська,35995.4,131.7,24189.2,11806.2,135.2,130.1,0,NaN,NaN,
Хмельницька,47774.2,125.2,43071.3,4702.9,114.6,126.5,0,NaN,NaN,
Черкаська,48151.6,190,41601.9,6549.7,148,198.9,0,NaN,NaN,
Чернівецька,7128,125.8,2834.8,4293.2,111.5,156,0,NaN,NaN,
Чернігівська,57334.1,114.5,55065.6,2268.5,128.5,114,0,NaN,NaN,
